,index,tweet,mark
334,1705,"Roadwork, roadwork on New Jersey Turnpike southbound between North of Interchange 15W - I-280 (Kearny) and North of Interchange 15E - US 1&9 (Newark) 1 right lane closed until 6AM Monday 11/4/19.   ",0
335,1706,Roadwork on New Jersey Turnpike Southbound between North of Interchange 15W - I-280 (Kearny) and North of Interchange 15E - US 1&9 (Newark) 1 left lane closed   ,0
336,1707,Emergency maintenance on Garden State Parkway northbound North of Exit 69 - CR 532/Waretown Rd (Ocean Twp) left lane closed to traffic until further notice   ,0
337,1709,"Construction, construction on I-295 northbound from Exit 73 - Scotch Rd (Hopewell Twp) to Delaware River/Scudder Falls Bridge (Ewing Twp) 1 lane closed until 4:00 P.M. use caution   ",0
338,1710,Roadwork on New Jersey Turnpike Southbound between North of Interchange 15W - I-280 (Kearny) and North of Interchange 15E - US 1&9 (Newark) 1 left lane closed   ,0
339,1711,"Roadwork, roadwork on Garden State Parkway outer roadway southbound between North of Exit 114 - Red Hill Rd (Holmdel Twp) and North of Exit 109 - CR 520 (Middletown Twp) 2 Left Lanes closed until 8:00 A.M.   ",0
340,1712,"Roadwork, roadwork on Garden State Parkway outer roadway southbound between North of Exit 114 - Red Hill Rd (Holmdel Twp) and North of Exit 109 - CR 520 (Middletown Twp) 2 Left Lanes of 2 lanes closed until 8:00 A.M.   ",0
341,1713,Roadwork on Garden State Parkway outer roadway Southbound between North of Exit 114 - Red Hill Rd (Holmdel Twp) and North of Exit 109 - CR 520 (Middletown Twp) 1 right lane closed until 6:00 A.M.   ,0
342,1715,"Long term road construction, longterm construction on Delaware Memorial Bridge both directions between New Jersey Side (Carneys Point Twp) and Delaware Side (New Castle) 1 lane closed until further notice   ",0
343,1716,"Roadwork, roadwork on Garden State Parkway southbound between Essex Toll Plaza (Bloomfield) and South of Exit 145 - I-280 (East Orange) 2 right lanes closed until 6:00 A.M.   ",0
344,1717,"Roadwork, roadwork on Garden State Parkway southbound between Essex Toll Plaza (Bloomfield) and South of Exit 145 - I-280 (East Orange) 2 right lanes closed   ",0
345,1718,"Roadwork, roadwork on Garden State Parkway northbound between Exit 129 - New Jersey Turnpike (Woodbridge Twp) and South of Exit 131 - Wood Avenue South (Woodbridge Twp) 3 left lanes closed until 7:00 A.M.   ",0
346,1719,"Roadwork, roadwork on Garden State Parkway northbound between Exit 129 - New Jersey Turnpike (Woodbridge Twp) and South of Exit 131 - Wood Avenue South (Woodbridge Twp) 3 left lanes of 2 lanes closed until 7:00 A.M.   ",0
347,1720,Roadwork on Garden State Parkway Northbound between Exit 129 - New Jersey Turnpike (Woodbridge Twp) and South of Exit 131 - Wood Avenue South (Woodbridge Twp) 1 right lane closed until 6:00 A.M.   ,0
348,1724,"Construction, tunnel repairs on Lincoln Tunnel eastbound New Jersey Side - South Tube (Weehawken Twp) to New York Side - South Tube (Manhattan) all lanes closed and detoured from 11:59 P.M. until 9:00 A.M.   ",0
349,1729,"Construction, bridge construction on Goethals Bridge eastbound New Jersey Side (Elizabeth) to New York Side (Staten Island) 2 lanes closed until 8:00 A.M.   ",0
350,1730,"Construction, barrier repairs on NJ 495 westbound between East of Kennedy Boulevard (Union City) and NJ 3 (North Bergen Twp) left and center lanes closed until 7:00 A.M.   ",0
351,1733,"Construction, bridge construction on George Washington Bridge eastbound New Jersey Side/Lower Level (Fort Lee) to Lower Trans Manhattan Expressway (Manhattan) all lanes closed and detoured until 10:00 A.M.   ",0
352,1734,"Construction, bridge construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) right and center lanes closed until 8:00 A.M.   ",0
353,1735,"Construction, bridge construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) left lane closed until 8:00 A.M.   ",0
354,1736,"Construction, scheduled roadwork on Garden State Parkway southbound ramp from Exit 114 - Red Hill Rd (Holmdel Twp) closed and detoured until 5:00 A.M.   ",0
355,1737,"Construction, construction on I-295 northbound ramp to southbound Exit 76 - NJ 29 (Ewing Twp) exit ramp closed and detoured until 6:00 A.M. follow detour   ",0
356,1738,"Construction, roadwork on I-676 northbound at Exit 4 - Atlantic Ave (Camden) 1 to 2 lanes closed until 7:00 A.M.   ",0
357,1739,"Construction, construction on I-295 southbound from north of Exit 67 - US 1 (Lawrence Twp) to South of Exit 67 - US 1 (Lawrence Twp) 2 left lanes closed until 6:00 A.M. use caution   ",0
358,1741,"Construction, milling on US 1 both directions from Perry St (Trenton) to Mulberry St (Trenton) right lane closed until 7:00 A.M.   ",0
359,1742,"Construction, construction on I-80 eastbound at Exit 28 - CR 631/US 46 (Roxbury Twp) 1 to 2 lanes closed for repairs until 6:00 A.M.   ",0
360,1743,"Construction, bridge maintenance operations on I-287 southbound ramp to eastbound Exit 39 - NJ 10 (Hanover Twp) ramp closed and detoured until 5:00 A.M.   ",0
361,1744,Roadwork on New Jersey Turnpike outer roadway Northbound between South of Interchange 6 - Pennsylvania Turnpike (Mansfield Twp) and South of Interchange 7 - US 206 (Mansfield Twp) 2 right lanes closed until 6:00 A.M.   ,0
362,1745,Roadwork on New Jersey Turnpike inner roadway Northbound at North of Interchange 11 - Garden State Parkway (Woodbridge Twp) partial ramp closure right lane until 4:00 A.M.   ,0
363,1746,Roadwork on Garden State Parkway outer roadway Southbound between North of Exit 114 - Red Hill Rd (Holmdel Twp) and North of Exit 109 - CR 520 (Middletown Twp) 1 right lane closed until 6:00 A.M.   ,0
364,1747,Roadwork on Garden State Parkway outer roadway Northbound between North of Exit 116 - PNC Arts Center (Holmdel Twp) and South of Exit 117 - NJ 36 (Hazlet Twp) 2 right lanes closed until 5:00 A.M. Monday.   ,0
365,1748,Roadwork on New Jersey Turnpike inner roadway Southbound near North of Interchange 9 - NJ 18 (East Brunswick Twp) 1 right lane closed until 6:00 A.M.   ,0
366,1749,"Police department activity on I-195 eastbound ramp to northbound Exit 35 - NJ 34 (Wall Twp) exit ramp closed and detoured until further notice, follow detour   ",0
367,1753,"Construction, construction on I-195 westbound East of Exit 8 - CR 539 (Upper Freehold Twp) to I-295 (Hamilton Twp) right shoulder closed until 5:00 A.M.   ",0
368,1754,"Construction, roadwork on I-295 southbound North of Exit 40 - NJ 38 (Mount Laurel Twp) to South of Exit 47 - CR 541/Burlington-Mount Holly Rd (Burlington Twp) right lane closed until 10:30 P.M.   ",0
369,1755,"Construction, construction on I-295 northbound North of Exit 62 - Olden Ave (Hamilton Twp) to South of Exit 67 - US 1 (Lawrence Twp) left and center lanes closed until 5:00 A.M.   ",0
370,1756,"Construction, landscaping on I-78 eastbound between Exit 29 - I-287/US 202/US 206 (Bedminster Twp) and Exit 41 - Dale Rd to Plainfield Ave (Watchung) right lane closed for repairs until 6:00 A.M.   ",0
371,1757,"Construction, moving operation on I-80 westbound between Exit 25 - US 206 (Mount Olive Twp) and Exit 12 - CR 521/Hope-Blairstown Rd (Hope Twp) various lanes closed for repairs until 6:00 A.M.   ",0
372,1758,Roadwork on New Jersey Turnpike - Hudson County Extension Westbound between East of Newark Bay Bridge (Bayonne) and Interchange 14 - I-78 (Newark) 1 left lane closed until 11:00 A.M.   ,0
373,1765,Roadwork on New Jersey Turnpike inner roadway Southbound at South of Interchange 9 - NJ 18 (East Brunswick Twp) ramp closed until 6:00 A.M.   ,0
374,1772,"Electrical Repairs and Emergency construction, emergency repairs on US 1 northbound at Harrison St (West Windsor Twp) right lane closed 5-10 minute delay use caution   ",0
375,1794,Crash on NJ 42 southbound South of Exit 13 - NJ 55 (Deptford Twp) right lane closed use caution 10-15 minute delay   ,0
376,1795,"Construction, construction on I-295 northbound from Exit 73 - Scotch Rd (Hopewell Twp) to Delaware River/Scudder Falls Bridge (Ewing Twp) 1 lane closed until 6:00 A.M. use caution   ",0
377,1841,Crash on I-78 westbound East of Exit 44 - CR 527/Glenside Ave (Berkeley Heights Twp) right and center lanes closed 40-45 minute delay   ,0
378,1843,Crash on I-78 westbound East of Exit 44 - CR 527/Glenside Ave (Berkeley Heights Twp) all lanes temporarily closed 40-45 minute delay   ,0
379,1857,Crash on I-80 eastbound West of Exit 60 - NJ 20 (Paterson) left lane closed 5-10 minute delay   ,0
380,1862,"Police department activity on I-195 eastbound ramp to northbound Exit 35 - NJ 34 (Wall Twp) exit ramp closed and detoured until further notice, follow detour   ",0
381,1882,"Police department activity on I-195 eastbound ramp to northbound Exit 35 - NJ 34 (Wall Twp) exit ramp closed and detoured until further notice, follow detour   ",0
382,1897,Disabled vehicle on I-78 westbound West of Exit 40 - CR 531 (Warren Twp) left lane closed   ,0
383,1903,Police department activity on I-195 eastbound ramp to northbound Exit 35 - NJ 34 (Wall Twp) exit ramp closed and detoured follow detour use caution   ,0
384,1906,"Construction, bridge construction on George Washington Bridge westbound New York Side/Upper Level (Manhattan) to New Jersey Side/Upper Level (Fort Lee) right lane closed   ",0
385,1916,"On Sunday, November 3, the  BenFranklinBridge will close from 7:45a-9:30a for the annual Cooper Norcross Run the Bridge charity event benefiting the Larc School, a non-profit special education school in Bellmawr, NJ, serving students with moderate to severe disabilities.pic.twitter.com/wxIw4rZETr",0
386,1917,Police department activity on I-195 eastbound ramp to northbound Exit 35 - NJ 34 (Wall Twp) exit ramp closed and detoured follow detour use caution   ,0
387,1918,"Construction, construction on NJ 29 both directions from West Upper Ferry Rd (Ewing Twp) to NJ 175/Scenic Dr (Ewing Twp) 1 lane closed until 11:59 P.M. on October 31, 2019   ",0
388,1919,"Construction, construction on NJ 175 northbound ramp to southbound I-295 (Ewing Twp) exit ramp closed and detoured until 11:59 P.M. on July 29, 2020   ",0
389,1922,"Construction, construction on I-676 both directions South of Exit 5 - CR 537 (Camden) to Exit 5 - CR 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019   ",0
390,1923,"Construction, construction on I-195 westbound at Exit 16 - CR 537/Great Adventure (Jackson Twp) right shoulder closed until 11:59 P.M. on November 15, 2019   ",0
391,1931,Police department activity on I-195 eastbound ramp to northbound Exit 35 - NJ 34 (Wall Twp) exit ramp closed and detoured follow detour use caution   ,0
392,1935,5th Street Vehicular Tunnel to close from 7 a.m. until 1 p.m. TOMORROW (11/2/19) for necessary maintenance work | DETAILS: ,0
393,1937,Roadwork on New Jersey Turnpike - Hudson County Extension eastbound East of Interchange 14C - Toll Plaza (Jersey City) to Jersey Ave/Holland Tunnel (Jersey City) left lane closed to traffic   ,0
394,1938,"Construction, construction on I-295 southbound from Delaware River/Scudder Falls Bridge (Ewing Twp) to Exit 73 - Scotch Rd (Hopewell Twp) 1 lane closed until 4:00 P.M.   ",0
395,1939,"Construction, moving operation on I-287 both directions between Exit 47 - US 202 (Montville Twp) and South of Exit 57 - Skyline Drive (Oakland) 1 lane closed for repairs until 2:00 P.M.   ",0
396,1944,"Construction, sign work on Atlantic City Expressway eastbound between East of Frank S. Farley Service Plaza (Hamilton Twp) and West of Egg Harbor Toll Plaza (Hamilton Twp) right and center lanes closed until 2:30 P.M. MOVE   ",0
397,1946,"Construction, construction on I-287 northbound between Exit 22 - US 202 (Bedminster Twp) and Exit 35 - NJ 124 (Morristown) right shoulder closed for repairs until 6:00 P.M.   ",0
398,1948,"Construction, culvert repairs on I-295 southbound at Exit 17 - CR 680/Harmony Rd (Greenwich Twp) right lane closed until 3:00 P.M.   ",0
399,1952,Police department activity on I-195 eastbound ramp to northbound Exit 35 - NJ 34 (Wall Twp) exit ramp closed and detoured follow detour use caution   ,0
400,1953,Crash on I-295 northbound North of Exit 26S - NJ 42/I-76/I-676 (Bellmawr) left shoulder closed use caution   ,0
401,1954,Crash on I-676 northbound North of Exit 4 - Atlantic Ave (Camden) 1 lane closed 5-10 minute delay use caution   ,0
402,1957,"Construction, culvert repairs on I-295 southbound at Exit 17 - CR 680/Harmony Rd (Greenwich Twp) partial ramp closure until 3:00 P.M.   ",0
403,1958,"Construction, bridge work on NJ 55 northbound North of Exit 24 - NJ 49 (Millville) right lane and shoulder closed until 3:00 P.M.   ",0
404,1959,"Construction, bridge work on I-80 both directions East of Exit 57 - NJ 19 (Paterson) right shoulder closed until 3:00 P.M. , Partial subject to ramp closed   ",0
405,1960,"Construction, roadwork on US 1 southbound South of Meadow Rd (West Windsor Twp) to South of Quaker Bridge Rd (Lawrence Twp) left lane closed until 2:00 P.M.   ",0
406,1961,"Construction, utility work on I-78 eastbound approaching Exit 36 - CR 651 (Warren Twp) left lane closed for repairs until 6:00 P.M.   ",0
407,1962,"Construction, bridge work on I-80 local lanes westbound area of Exit 67 - River Rd (Ridgefield Park) right lane closed until 3:00 P.M.   ",0
408,1963,"Construction, drainage improvements on I-80 both directions area of Exit 12 - CR 521/Hope-Blairstown Rd (Hope Twp) right shoulder closed until 3:00 P.M.   ",0
409,1964,"Construction, roadwork on US 1 southbound at Washington Rd (West Windsor Twp) right shoulder closed until 4:00 P.M. use caution   ",0
410,1965,"Construction, tree trimming on NJ 29 both directions North of Fiddlers Creek Rd (Hopewell Twp) to South of Pleasant Valley Rd (Hopewell Twp) alternate lanes closed intermittently until 3:00 P.M.   ",0
411,1966,"Construction, substructure repairs on I-78 eastbound at Exit 40 - CR 531 (Warren Twp) left lane closed until 3:00 P.M.   ",0
412,1967,"Construction, drainage improvements on NJ 31 both directions between South of CR 653/Calhoun St (Trenton) and South of I-295 (Ewing Twp) right lane closed until 3:30 P.M. use caution   ",0
413,1968,"Construction, road maintenance operations on I-78 westbound area of Exit 16 - NJ 31 North (Clinton Twp) right lane and shoulder closed until 3:30 P.M.   ",0
414,1972,Roadwork on Garden State Parkway local lanes southbound North of Exit 116 - PNC Arts Center (Holmdel Twp) to Exit 116 - PNC Arts Center (Holmdel Twp) left lane closed until 3:00 P.M.   ,0
415,1983,"Construction, bridge construction on George Washington Bridge westbound from Lower Trans Manhattan Expressway (Manhattan) to New York Side/Lower Level (Manhattan) left lane closed until 2:30 P.M.   ",0
416,1985,"Construction, bridge construction on George Washington Bridge westbound New York Side/Lower Level (Manhattan) to New Jersey Side/Lower Level (Fort Lee) right lane closed until 2:30 P.M.   ",0
417,1997,Downed tree on I-280 eastbound ramp from East of Exit 7 - Pleasant Valley Way/CR 636 (West Orange Twp) ramp closed   ,0
418,2015,"Construction, roadwork on NJ 27 southbound South of Harrison St (Princeton Twp) to North of Harrison St (Princeton Twp) alternate lanes closed intermittently until 3:00 P.M.   ",0
419,2019,Roadwork on Garden State Parkway local lanes southbound North of Exit 116 - PNC Arts Center (Holmdel Twp) to Exit 116 - PNC Arts Center (Holmdel Twp) left lane closed until 3:00 P.M.   ,0
420,2022,"Construction, bridge construction on George Washington Bridge westbound New York Side/Upper Level (Manhattan) to New Jersey Side/Upper Level (Fort Lee) right lane closed until 1:30 P.M.   ",0
421,2063,"Construction, construction on NJ 495 westbound ramp to southbound US 1&9 (North Bergen Twp) right lane and exit ramp closed until further notice   ",0
422,2071,"Construction, landscaping on I-287 both directions between Exit 12 - CR 623 (Franklin Twp) and Exit 21 - I-78 (Bedminster Twp) right shoulder closed until 4:00 P.M.   ",0
423,2072,"Construction, curb work on I-80 westbound between Exit 68 - New Jersey Turnpike/I-95 (Teaneck Twp) and Exit 64 - Summit Ave/NJ 17 (Hackensack) right shoulder closed for repairs until 3:00 P.M.   ",0
424,2073,"Construction, bridge maintenance operations on I-78 both directions at Exit 11 - CR 614/Pattenburg Rd (Union Twp) right shoulder closed until 4:00 P.M.   ",0
425,2076,Flooding on NJ 24 eastbound at Exit 7 - NJ 124/JFK Parkway (Millburn Twp) partial ramp closed   ,0
426,2077,Flooding on I-78 eastbound at Exit 45 - CR 527/Glenside Ave (Summit) partial ramp closed   ,0
427,2094,Roadwork on Garden State Parkway northbound South of Exit 25 - CR 623/Roosevelt Blvd (Upper Twp) to North of Exit 29 - US 9 (Somers Point) left lane closed to traffic until 3:00 P.M.   ,0
428,2097,Roadwork on Garden State Parkway express lanes southbound South of Garden State Parkway - Cheesequake Service Area (Old Bridge Twp) to South of Exit 120 - Laurence Harbor (Old Bridge Twp) left lane closed to traffic until 4:00 P.M.   ,0
429,2103,"Construction, construction on I-295 northbound from Exit 73 - Scotch Rd (Hopewell Twp) to Delaware River/Scudder Falls Bridge (Ewing Twp) 1 lane closed until 4:00 P.M. use caution   ",0
430,2107,"Construction, roadwork on I-295 southbound North of Exit 40 - NJ 38 (Mount Laurel Twp) to South of Exit 47 - CR 541/Burlington-Mount Holly Rd (Burlington Twp) 2 right lanes closed from 10:30 P.M. until 5:00 A.M.   ",0
431,2108,Downed tree on NJ 29 both directions between South of CR 546/Washington Crossing Rd (Hopewell Twp) and South of Valley Rd (Hopewell Twp) all lanes closed and detoured use caution   ,0
432,2109,Downed tree on NJ 29 both directions between South of CR 546/Washington Crossing Rd (Hopewell Twp) and South of Valley Rd (Hopewell Twp) all lanes closed and detoured use caution   ,0
433,2110,Crash on I-76 westbound East of Exit 1C - CR 634/Market St (Gloucester City) 2 right lanes closed 5-10 minute delay use caution   ,0
434,2111,Crash on I-76 westbound at Exit 1B - I-295 (Bellmawr) 2 right lanes closed 5-10 minute delay use caution   ,0
435,2112,Crash on I-76 westbound at Exit 1B - I-295 (Bellmawr) right and center lanes closed 5-10 minute delay use caution   ,0
436,2113,Downed tree on NJ 29 both directions between South of CR 546/Washington Crossing Rd (Hopewell Twp) and South of Valley Rd (Hopewell Twp) all lanes closed and detoured use caution   ,0
437,2114,Downed tree on NJ 29 both directions between South of CR 546/Washington Crossing Rd (Hopewell Twp) and South of Valley Rd (Hopewell Twp) all lanes temporarily closed use caution   ,0
438,2116,"Construction, construction on I-195 westbound at Exit 16 - CR 537/Great Adventure (Jackson Twp) right shoulder closed until 11:59 P.M. on November 15, 2019   ",0
439,2117,"Construction, construction on NJ 29 both directions from West Upper Ferry Rd (Ewing Twp) to NJ 175/Scenic Dr (Ewing Twp) 1 lane closed until 11:59 P.M. on October 31, 2019   ",0
440,2120,"Construction, construction on I-676 both directions South of Exit 5 - CR 537 (Camden) to Exit 5 - CR 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019   ",0
441,2121,"Construction, construction on NJ 175 northbound ramp to southbound I-295 (Ewing Twp) exit ramp closed and detoured until 11:59 P.M. on July 29, 2020   ",0
442,2125,Downed tree on I-280 eastbound ramp from East of Exit 7 - Pleasant Valley Way/CR 636 (West Orange Twp) ramp closed   ,0
443,2126,Downed tree on I-280 eastbound ramp to East of Exit 7 - Pleasant Valley Way/CR 636 (West Orange Twp) ramp closed   ,0
444,2128,Downed tree on NJ 24 eastbound West of Exit 7 - NJ 124/JFK Parkway (Florham Park) right lane closed   ,0
445,2130,Downed tree on NJ 29 both directions between South of CR 546/Washington Crossing Rd (Hopewell Twp) and South of Valley Rd (Hopewell Twp) all lanes temporarily closed   ,0
446,2135,Downed tree on NJ 64 southbound CR 615/Cranbury Rd (West Windsor Twp) all lanes temporarily closed   ,0
447,2136,Downed tree on I-287 northbound North of Exit 26 - CR 525/Mount Airy Rd (Bernards Twp) left lane closed   ,0
448,2141,Police department activity on George Washington Bridge eastbound Mid-Span/Upper Level (Manhattan) right lane closed   ,0
449,2142,Disabled vehicle on Lincoln Tunnel eastbound Mid-Tunnel - Center Tube (Manhattan) left lane closed   ,0
450,2143,"Construction, tunnel repairs on Holland Tunnel westbound New York Side - North Tube (Manhattan) to New Jersey Side - North Tube (Jersey City) 1 lane closed until 5:30 A.M.   ",0
451,2144,Disabled vehicle on Lincoln Tunnel eastbound Mid-Tunnel - Center Tube (Manhattan) all lanes temporarily closed   ,0
452,2145,Disabled vehicle on Lincoln Tunnel eastbound Mid-Tunnel - Center Tube (Manhattan) left lane closed   ,0
453,2149,"Construction, tunnel repairs on Holland Tunnel eastbound New Jersey Side - South Tube (Jersey City) to New York Side - South Tube (Manhattan) 1 lane closed until 5:00 A.M.   ",0
454,2150,"Construction, tunnel repairs on Lincoln Tunnel eastbound New Jersey Side - South Tube (Weehawken Twp) to New York Side - South Tube (Manhattan) all lanes closed and detoured from 11:00 P.M. until 5:00 A.M.   ",0
455,2151,"Construction, bridge construction on George Washington Bridge eastbound Lower Trans Manhattan Expressway (Manhattan) from 11:00 P.M. until 4:00 A.M. right and center lanes closed, also ramp from Henry Hudson Parkway to eastbound Lo   ",0
456,2155,Construction on George Washington Bridge eastbound New Jersey Side/Lower Level (Fort Lee) to New York Side/Lower Level (Manhattan) all lanes closed until 4:00 A.M.   ,0
457,2157,"Construction, construction on I-295 northbound ramp to Exit 60 - I-195/NJ 129 (Hamilton Twp) ramp closed and detoured until 5:00 A.M.   ",0
458,2158,"Construction, construction on US 1 southbound North of Whitehead Rd (Lawrence Twp) left lane closed for repairs until 5:00 A.M.   ",0
459,2159,"Construction, roadwork on I-295 northbound ramp to eastbound Exit 60 - I-195/NJ 129 (Hamilton Twp) ramp closed and detoured until 5:00 A.M.   ",0
460,2160,"Construction, construction on NJ 175 both directions between West Upper Ferry Rd (Ewing Twp) and NJ 29 (Ewing Twp) all lanes closed and detoured until 6:00 A.M. follow detour   ",0
461,2161,"Construction, roadwork on I-295 northbound North of Exit 52 - Columbus Rd (Mansfield Twp) 2 left lanes closed until 5:00 A.M.   ",0
462,2162,"Construction, construction on I-295 northbound ramp to southbound Exit 76 - NJ 29 (Ewing Twp) exit ramp closed and detoured until 6:00 A.M. follow detour   ",0
463,2165,Special event on Holland Tunnel eastbound exiting at New York Side - South Tube (Manhattan) ramp to Exit 5 is closed until midnight. Use exit 3.   ,0
464,2166,"Construction, bridge construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) left lane closed until 5:00 A.M.   ",0
465,2167,"Construction, bridge construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) right and center lanes closed until 5:00 A.M.   ",0
466,2168,"Construction, construction on I-295 northbound at Exit 26N - I-76/I-676 (Bellmawr) all lanes closed and detoured until 5:00 A.M. follow detour   ",0
467,2169,"Construction, construction on NJ 42 northbound from Exit 13 - NJ 55 (Deptford Twp) to I-295 (Bellmawr) 1 to 2 lanes closed until 5:00 A.M. use caution   ",0
468,2170,"Construction, roadwork on NJ 27 southbound South of Harrison St (Princeton Twp) to North of Harrison St (Princeton Twp) alternate lanes closed intermittently until 6:00 A.M.   ",0
469,2172,Overheight tractor trailer on Lincoln Tunnel eastbound New Jersey Side - South Tube (Weehawken Twp) all lanes temporarily closed   ,0
470,2173,"Construction, moving operation on I-287 both directions between Exit 41 - I-80 (Parsippany-Troy Hills Twp) and Exit 47 - US 202 (Montville Twp) left lane closed until 11:30 P.M.   ",0
471,2174,"Construction, construction on I-195 westbound East of Exit 8 - CR 539 (Upper Freehold Twp) to I-295 (Hamilton Twp) right shoulder closed until 5:00 A.M.   ",0
472,2175,"Construction, bridge maintenance operations on I-78 westbound between Exit 58 - US 1&9/E. Port St (Newark) and Exit 57 - US 1&9/NJ 21 (Newark) 1 lane closed until 6:00 A.M.   ",0
473,2176,"Construction, drainage improvements on US 130 northbound at Hankins Rd (Robbinsville) 1 lane closed until 6:00 A.M.   ",0
474,2177,"Construction, paving operations on NJ 31 both directions CR 634/Parkway Av (Ewing Twp) to South of I-295 (Ewing Twp) 1 lane closed until 6:00 A.M.   ",0
475,2178,"Construction, construction on I-287 both directions between Exit 35 - NJ 124 (Morristown) and Exit 42 - US 46 (Parsippany-Troy Hills Twp) right lane closed for repairs until 6:00 A.M.   ",0
476,2179,"Construction, moving operation on NJ 24 both directions between I-287 (Hanover Twp) and I-78 (Springfield Twp) 1 lane closed for repairs until 6:00 A.M.   ",0
477,2180,"Construction, moving operation on I-80 westbound between Exit 25 - US 206 (Mount Olive Twp) and Exit 12 - CR 521/Hope-Blairstown Rd (Hope Twp) various lanes closed for repairs until 6:00 A.M.   ",0
478,2181,"Construction, roadwork on I-295 northbound from South of Exit 60 - I-195/NJ 129 (Hamilton Twp) to Exit 67 - US 1 (Lawrence Twp) 1 to 2 lanes closed until 5:30 A.M.   ",0
479,2182,"Construction, roadwork on I-295 southbound North of Exit 40 - NJ 38 (Mount Laurel Twp) to South of Exit 47 - CR 541/Burlington-Mount Holly Rd (Burlington Twp) right lane closed until 10:30 P.M.   ",0
480,2184,Special event on Holland Tunnel eastbound eastbound exiting at New York Side - South Tube (Manhattan) exit ramp 5 is closed until midnight. Use exit 3.   ,0
481,2187,Special event on Holland Tunnel eastbound eastbound exiting at New York Side - South Tube (Manhattan) exit ramp 5 to Varick Street is closed.   ,0
482,2232,Crash on I-287 northbound North of Exit 40 - CR 511/Parsippany Rd (Parsippany-Troy Hills Twp) right lane closed 10-15 minute delay   ,0
483,2259,"Electrical Repairs and Emergency construction, emergency repairs on US 130 southbound South of CR 526/Robbinsville Allentown Rd (Robbinsville) right lane closed 5-10 minute delay use caution   ",0
484,2284,Jack-knifed tractor trailer on I-78 westbound West of Exit 11 - CR 614/Pattenburg Rd (Union Twp) left lane closed 35-40 minute delay   ,0
485,2287,Electrical Repairs and Emergency construction on US 130 southbound South of CR 526/Robbinsville Allentown Rd (Robbinsville) right lane closed 5-10 minute delay use caution   ,0
486,2301,Jack-knifed tractor trailer on I-78 westbound West of Exit 11 - CR 614/Pattenburg Rd (Union Twp) left lane closed 25-30 minute delay   ,0
487,2315,Jack-knifed tractor trailer on I-78 westbound West of Exit 11 - CR 614/Pattenburg Rd (Union Twp) left lane closed 5-10 minute delay   ,0
488,2342,"Construction, bridge construction on George Washington Bridge westbound New York Side/Lower Level (Manhattan) to New Jersey Side/Lower Level (Fort Lee) right lane closed   ",0
489,2344,Jack-knifed tractor trailer on I-78 westbound West of Exit 11 - CR 614/Pattenburg Rd (Union Twp) left lane closed 5-10 minute delay   ,0
490,2345,Overturned Dump Truck on I-80 eastbound East of Exit 4 - NJ 94/US 46 (Knowlton Twp) right lane closed 5-10 minute delay   ,0
491,2349,Crash on I-80 westbound East of Exit 58 - Madison Ave (Paterson) left lane closed 5-10 minute delay   ,0
492,2350,Jack-knifed tractor trailer on I-78 westbound West of Exit 11 - CR 614/Pattenburg Rd (Union Twp) left lane closed 5 minute delay   ,0
493,2369,Crash on NJ 29 northbound NJ 129 (Hamilton Twp) right lane closed use caution   ,0
494,2370,Crash on NJ 29 northbound NJ 129 (Hamilton Twp) right lane closed use caution   ,0
495,2371,Crash on NJ 29 northbound NJ 129 (Hamilton Twp) right lane closed use caution   ,0
496,2372,Crash on NJ 29 northbound NJ 129 (Hamilton Twp) right lane closed use caution   ,0
497,2373,Crash on NJ 29 northbound South of NJ 129 (Hamilton Twp) right lane closed use caution   ,0
498,2375,Crash on NJ 29 northbound South of NJ 129 (Hamilton Twp) right lane closed use caution   ,0
499,2379,Electrical Repairs and Emergency construction on US 130 southbound South of CR 526/Robbinsville Allentown Rd (Robbinsville) right lane closed use caution   ,0
500,2380,Electrical Repairs and Emergency construction on US 130 southbound South of CR 526/Robbinsville Allentown Rd (Robbinsville) right lane closed use caution   ,0
501,2383,Crash investigation on US 130 southbound South of CR 526/Robbinsville Allentown Rd (Robbinsville) right lane and shoulder closed 5-10 minute delay use caution   ,0
502,2385,"Construction, construction on I-195 westbound at Exit 16 - CR 537/Great Adventure (Jackson Twp) right shoulder closed until 11:59 P.M. on November 15, 2019   ",0
503,2386,Crash investigation on US 130 southbound South of CR 526/Robbinsville Allentown Rd (Robbinsville) right lane and shoulder closed 5-10 minute delay use caution   ,0
504,2390,"Construction, construction on I-195 westbound at Exit 16 - CR 537/Great Adventure (Jackson Twp) right shoulder closed until 11:59 P.M. on November 15, 2019   ",0
505,2391,"Construction, construction on I-676 both directions South of Exit 5 - CR 537 (Camden) to Exit 5 - CR 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019   ",0
506,2392,"Construction, construction on I-676 both directions South of Exit 5 - CR 537 (Camden) to Exit 5 - CR 537 (Camden) right shoulder closed until 11:59 P.M. on December 31, 2019   ",0
